30237355,"{'latitude': 41.3738378, 'longitude': 2.1146864, 'street_count': 3}"
30237357,"{'latitude': 41.373228, 'longitude': 2.112624, 'street_count': 3}"
30237358,"{'latitude': 41.3734115, 'longitude': 2.1131816, 'street_count': 3}"
30237359,"{'latitude': 41.3736131, 'longitude': 2.1139072, 'street_count': 4}"
30237362,"{'latitude': 41.3744812, 'longitude': 2.1128326, 'street_count': 3}"
30237364,"{'latitude': 41.3741838, 'longitude': 2.1129824, 'street_count': 3}"
30237366,"{'latitude': 41.370562, 'longitude': 2.1102514, 'street_count': 3}"
30237368,"{'latitude': 41.3717862, 'longitude': 2.112078, 'street_count': 4}"
30237370,"{'latitude': 41.3726098, 'longitude': 2.1132675, 'street_count': 3}"
30237426,"{'latitude': 41.3702764, 'longitude': 2.1107196, 'street_count': 3}"
30237428,"{'latitude': 41.3713363, 'longitude': 2.1126296, 'street_count': 4}"
30237432,"{'latitude': 41.3677982, 'longitude': 2.1081573, 'street_count': 3}"
30237433,"{'latitude': 41.3672722, 'longitude': 2.1085671, 'street_count': 4}"
30237434,"{'latitude': 41.3666689, 'longitude': 2.1090962, 'street_count': 3}"
30237435,"{'latitude': 41.3701078, 'longitude': 2.098633, 'street_count': 4}"
30237437,"{'latitude': 41.3708233, 'longitude': 2.0997911, 'street_count': 4}"
30237438,"{'latitude': 41.3711777, 'longitude': 2.1004052, 'street_count': 4}"
30237439,"{'latitude': 41.3715961, 'longitude': 2.1010375, 'street_count': 4}"
30237447,"{'latitude': 41.3713132, 'longitude': 2.0994934, 'street_count': 3}"
30237448,"{'latitude': 41.3703147, 'longitude': 2.1000456, 'street_count': 4}"
30237449,"{'latitude': 41.3694954, 'longitude': 2.1005571, 'street_count': 4}"
30237450,"{'latitude': 41.3688421, 'longitude': 2.1009781, 'street_count': 3}"
30237452,"{'latitude': 41.3677898, 'longitude': 2.1018318, 'street_count': 3}"
30237455,"{'latitude': 41.3657422, 'longitude': 2.1036366, 'street_count': 3}"
30237479,"{'latitude': 41.3819128, 'longitude': 2.1331909, 'street_count': 3}"
30237481,"{'latitude': 41.3828477, 'longitude': 2.1357472, 'street_count': 4}"
30237482,"{'latitude': 41.3833308, 'longitude': 2.1370625, 'street_count': 4}"
30237483,"{'latitude': 41.3840404, 'longitude': 2.1381687, 'street_count': 4}"
30237484,"{'latitude': 41.3847771, 'longitude': 2.1393782, 'street_count': 3}"
30237520,"{'latitude': 41.3847725, 'longitude': 2.1352521, 'street_count': 3}"
30237521,"{'latitude': 41.384249, 'longitude': 2.1356364, 'street_count': 4}"
