id,properties
4538123474,"{'y': 41.3749609, 'x': 2.1700292, 'street_count': 4}"
4538123480,"{'y': 41.375072, 'x': 2.1702172, 'street_count': 1}"
4538123596,"{'y': 41.3748493, 'x': 2.1727139, 'street_count': 3}"
4538123609,"{'y': 41.3748224, 'x': 2.1730948, 'highway': 'crossing', 'street_count': 4}"
4538123610,"{'y': 41.3748041, 'x': 2.1733198, 'highway': 'traffic_signals', 'street_count': 4}"
4538131116,"{'y': 41.374502, 'x': 2.1756167, 'highway': 'crossing', 'street_count': 4}"
4538131117,"{'y': 41.3744688, 'x': 2.175564, 'highway': 'crossing', 'street_count': 4}"
4538131118,"{'y': 41.374433, 'x': 2.1755092, 'highway': 'crossing', 'street_count': 4}"
4538131119,"{'y': 41.3743555, 'x': 2.1753885, 'street_count': 1}"
4538131123,"{'y': 41.3748718, 'x': 2.1735164, 'street_count': 2}"
4538131124,"{'y': 41.3747949, 'x': 2.1734334, 'highway': 'crossing', 'street_count': 4}"
4538131126,"{'y': 41.3746093, 'x': 2.1732331, 'street_count': 1}"
4538131127,"{'y': 41.3746321, 'x': 2.1730609, 'street_count': 1}"
4538131129,"{'y': 41.3747681, 'x': 2.1730866, 'street_count': 4}"
4538131130,"{'y': 41.374901, 'x': 2.1731066, 'street_count': 1}"
4538131132,"{'y': 41.3748525, 'x': 2.171809, 'highway': 'crossing', 'street_count': 4}"
4538131133,"{'y': 41.3749084, 'x': 2.1718138, 'highway': 'crossing', 'street_count': 4}"
4538131134,"{'y': 41.3749874, 'x': 2.1718206, 'street_count': 1}"
4538131135,"{'y': 41.3748239, 'x': 2.169721, 'street_count': 1}"
4538131137,"{'y': 41.3749694, 'x': 2.1697212, 'highway': 'traffic_signals', 'street_count': 4}"
4538131138,"{'y': 41.3750193, 'x': 2.1697222, 'highway': 'crossing', 'street_count': 4}"
4538131139,"{'y': 41.3751156, 'x': 2.1697228, 'street_count': 1}"
4538131140,"{'y': 41.3748134, 'x': 2.1700413, 'street_count': 1}"
4538131142,"{'y': 41.3749548, 'x': 2.1701345, 'highway': 'traffic_signals', 'street_count': 4}"
4538131143,"{'y': 41.3750022, 'x': 2.1701657, 'highway': 'crossing', 'street_count': 4}"
4538131152,"{'y': 41.3748231, 'x': 2.1679582, 'street_count': 1}"
4538131154,"{'y': 41.3749804, 'x': 2.1679546, 'highway': 'crossing', 'street_count': 4}"
4538131155,"{'y': 41.3750378, 'x': 2.1679533, 'highway': 'crossing', 'street_count': 4}"
4538131156,"{'y': 41.375137, 'x': 2.167951, 'street_count': 1}"
4538131158,"{'y': 41.374981, 'x': 2.167626, 'highway': 'crossing', 'street_count': 4}"
4538131159,"{'y': 41.3750366, 'x': 2.1676218, 'highway': 'crossing', 'street_count': 4}"
4538131167,"{'y': 41.3748298, 'x': 2.1656314, 'street_count': 1}"
4538131169,"{'y': 41.3749869, 'x': 2.1656315, 'highway': 'traffic_signals', 'street_count': 4}"
4538131170,"{'y': 41.3750344, 'x': 2.1656315, 'highway': 'traffic_signals', 'street_count': 4}"
4538131171,"{'y': 41.3751348, 'x': 2.1656315, 'street_count': 1}"
4538131172,"{'y': 41.3748281, 'x': 2.1653611, 'street_count': 1}"
4538131173,"{'y': 41.3751346, 'x': 2.1653553, 'street_count': 1}"
4538131174,"{'y': 41.3750381, 'x': 2.1653571, 'highway': 'traffic_signals', 'street_count': 4}"
4538131175,"{'y': 41.3749885, 'x': 2.165358, 'highway': 'traffic_signals', 'street_count': 4}"
4539909151,"{'y': 41.3857395, 'x': 2.1065495, 'street_count': 3}"
4539909156,"{'y': 41.3856454, 'x': 2.1067493, 'street_count': 3}"
4540248243,"{'y': 41.3856859, 'x': 2.1072447, 'street_count': 1}"
4541533775,"{'y': 41.3694482, 'x': 2.1341206, 'street_count': 4}"
4543091206,"{'y': 41.4395663, 'x': 2.1732895, 'street_count': 1}"
4549169095,"{'y': 41.3650244, 'x': 2.135589, 'street_count': 3}"
4549171215,"{'y': 41.3773461, 'x': 2.0892742, 'street_count': 3}"
4549180628,"{'y': 41.3792286, 'x': 2.0662828, 'street_count': 3}"
4549180635,"{'y': 41.3794732, 'x': 2.0661376, 'street_count': 3}"
4549180636,"{'y': 41.3792501, 'x': 2.0660977, 'street_count': 3}"
4549180637,"{'y': 41.3795026, 'x': 2.0661429, 'street_count': 3}"
4549180638,"{'y': 41.3796833, 'x': 2.0657944, 'street_count': 3}"
4549180643,"{'y': 41.3794804, 'x': 2.0663327, 'street_count': 3}"
4549272595,"{'y': 41.3733135, 'x': 2.1760869, 'street_count': 3}"
4549306210,"{'y': 41.3732594, 'x': 2.0740971, 'street_count': 3}"
4549311789,"{'y': 41.4168591, 'x': 2.2141378, 'street_count': 3}"
4549503819,"{'y': 41.3722867, 'x': 2.0836281, 'street_count': 4}"
4549539126,"{'y': 41.3682693, 'x': 2.0798648, 'street_count': 3}"
4549616600,"{'y': 41.3985193, 'x': 2.2062761, 'street_count': 3}"
4549690550,"{'y': 41.3990532, 'x': 2.2041643, 'street_count': 3}"
4549690551,"{'y': 41.3989483, 'x': 2.2041733, 'street_count': 3}"
4552362841,"{'y': 41.412635, 'x': 2.2062351, 'street_count': 4}"
4553129056,"{'y': 41.4110833, 'x': 2.1730636, 'street_count': 4}"
4553129057,"{'y': 41.4108011, 'x': 2.1726637, 'street_count': 4}"
4553129058,"{'y': 41.4100214, 'x': 2.1714518, 'street_count': 4}"
4553129059,"{'y': 41.4095915, 'x': 2.1708785, 'street_count': 4}"
4553129060,"{'y': 41.4092284, 'x': 2.1703427, 'highway': 'crossing', 'street_count': 4}"
4553129063,"{'y': 41.4110559, 'x': 2.1730995, 'street_count': 4}"
4553129064,"{'y': 41.4116542, 'x': 2.172319, 'street_count': 3}"
4553139859,"{'y': 41.4018414, 'x': 2.1777578, 'street_count': 4}"
4553139860,"{'y': 41.403595, 'x': 2.1755624, 'street_count': 4}"
4553139861,"{'y': 41.4027192, 'x': 2.1766787, 'street_count': 4}"
4553139862,"{'y': 41.4044481, 'x': 2.1744454, 'street_count': 4}"
4553139863,"{'y': 41.4048884, 'x': 2.1738592, 'street_count': 4}"
4553139864,"{'y': 41.4053118, 'x': 2.1732929, 'street_count': 4}"
4553139865,"{'y': 41.4069911, 'x': 2.171072, 'street_count': 4}"
4553139866,"{'y': 41.4061605, 'x': 2.1721591, 'street_count': 4}"
4553139867,"{'y': 41.4078725, 'x': 2.1699226, 'street_count': 4}"
4554368828,"{'y': 41.3924667, 'x': 2.1441512, 'street_count': 3}"
4554375436,"{'y': 41.3949579, 'x': 2.1867661, 'street_count': 3}"
4554375438,"{'y': 41.3951469, 'x': 2.1867423, 'street_count': 3}"
4554542691,"{'y': 41.3546459, 'x': 2.1217903, 'street_count': 4}"
4554543617,"{'y': 41.4399195, 'x': 2.1632452, 'street_count': 3}"
4554580521,"{'y': 41.4510116, 'x': 2.2093421, 'street_count': 3}"
4554593294,"{'y': 41.3640857, 'x': 2.0870921, 'street_count': 3}"
4554626933,"{'y': 41.376894, 'x': 2.1720362, 'street_count': 3}"
4554626934,"{'y': 41.3769619, 'x': 2.1720714, 'street_count': 3}"
4555786414,"{'y': 41.4220033, 'x': 2.2131114, 'street_count': 1}"
4555791287,"{'y': 41.4223876, 'x': 2.2147174, 'street_count': 3}"
4555791887,"{'y': 41.4222447, 'x': 2.2144822, 'street_count': 3}"
4555797320,"{'y': 41.4195703, 'x': 2.216481, 'street_count': 3}"
4555802913,"{'y': 41.4146726, 'x': 2.2198829, 'street_count': 3}"
4555802917,"{'y': 41.4165209, 'x': 2.2185421, 'street_count': 4}"
4555802918,"{'y': 41.417679, 'x': 2.2177074, 'highway': 'crossing', 'street_count': 4}"
4555802919,"{'y': 41.4152811, 'x': 2.2194323, 'street_count': 3}"
4555802923,"{'y': 41.4178673, 'x': 2.2175782, 'street_count': 3}"
4556211305,"{'y': 41.3657452, 'x': 2.1201776, 'street_count': 3}"
4556221799,"{'y': 41.3799206, 'x': 2.0954482, 'street_count': 4}"
4557345318,"{'y': 41.3729223, 'x': 2.058029, 'street_count': 3}"
4558506460,"{'y': 41.4187303, 'x': 2.2168988, 'street_count': 3}"
4558506464,"{'y': 41.4187996, 'x': 2.2166194, 'street_count': 4}"
4558506466,"{'y': 41.4181569, 'x': 2.2158284, 'street_count': 3}"
4558506467,"{'y': 41.4181726, 'x': 2.2158038, 'street_count': 4}"
4558506469,"{'y': 41.417963, 'x': 2.2155684, 'street_count': 3}"
4558506470,"{'y': 41.4179827, 'x': 2.2155398, 'street_count': 4}"
4558506471,"{'y': 41.4170591, 'x': 2.2143839, 'street_count': 3}"
4558506472,"{'y': 41.4170916, 'x': 2.2143472, 'street_count': 4}"
4558506473,"{'y': 41.4172696, 'x': 2.2146557, 'street_count': 3}"
4558506474,"{'y': 41.4172958, 'x': 2.2146154, 'street_count': 4}"
4558506476,"{'y': 41.4177991, 'x': 2.2153545, 'street_count': 3}"
4558506477,"{'y': 41.4178219, 'x': 2.2153251, 'street_count': 4}"
4558506479,"{'y': 41.4174619, 'x': 2.2148335, 'street_count': 4}"
4558506480,"{'y': 41.41744, 'x': 2.2148756, 'street_count': 3}"
4558507065,"{'y': 41.4169744, 'x': 2.2141933, 'street_count': 2}"
4558507066,"{'y': 41.4169427, 'x': 2.2142366, 'highway': 'crossing', 'street_count': 3}"
4558507067,"{'y': 41.4168733, 'x': 2.2143314, 'street_count': 3}"
4558507068,"{'y': 41.4168444, 'x': 2.2143709, 'street_count': 2}"
4558542629,"{'y': 41.3655129, 'x': 2.1389162, 'street_count': 4}"
4558542630,"{'y': 41.3654211, 'x': 2.1387838, 'street_count': 3}"
4558542631,"{'y': 41.3655751, 'x': 2.1386958, 'highway': 'crossing', 'street_count': 3}"
4558586695,"{'y': 41.3642568, 'x': 2.1152931, 'street_count': 1}"
4558586707,"{'y': 41.3637256, 'x': 2.1138938, 'street_count': 3}"
4558586709,"{'y': 41.3637949, 'x': 2.1137266, 'street_count': 3}"
4558774497,"{'y': 41.3826806, 'x': 2.0866304, 'street_count': 3}"
4558775260,"{'y': 41.3588238, 'x': 2.1797945, 'street_count': 3}"
4558775261,"{'y': 41.3587843, 'x': 2.1796164, 'street_count': 3}"
4558800836,"{'y': 41.3516686, 'x': 2.1302638, 'street_count': 3}"
4558800840,"{'y': 41.3528245, 'x': 2.1286747, 'street_count': 3}"
4558800846,"{'y': 41.3543252, 'x': 2.1269255, 'street_count': 3}"
4558800849,"{'y': 41.3531582, 'x': 2.1282747, 'street_count': 3}"
4558800854,"{'y': 41.3515338, 'x': 2.1304649, 'street_count': 3}"
4560303034,"{'y': 41.3533752, 'x': 2.1419183, 'street_count': 3}"
4560318366,"{'y': 41.4005321, 'x': 2.050544, 'street_count': 3}"
4560318373,"{'y': 41.4000537, 'x': 2.0513032, 'street_count': 4}"
4560335216,"{'y': 41.4032322, 'x': 2.052223, 'street_count': 1}"
4562522565,"{'y': 41.3755022, 'x': 2.1775, 'highway': 'traffic_signals', 'street_count': 4}"
4562587928,"{'y': 41.4443978, 'x': 2.1885097, 'street_count': 4}"
4562590903,"{'y': 41.4442055, 'x': 2.1872191, 'street_count': 3}"
4562590908,"{'y': 41.4443413, 'x': 2.1874782, 'highway': 'crossing', 'street_count': 4}"
4562612121,"{'y': 41.406765, 'x': 2.2185534, 'street_count': 3}"
4562640742,"{'y': 41.4419691, 'x': 2.177702, 'street_count': 3}"
4563455234,"{'y': 41.4101111, 'x': 2.2139525, 'street_count': 3}"
4563455235,"{'y': 41.4100443, 'x': 2.2139854, 'street_count': 3}"
4565214391,"{'y': 41.4135596, 'x': 2.1075839, 'street_count': 1}"
4568994852,"{'y': 41.3629495, 'x': 2.115638, 'street_count': 4}"
4568994853,"{'y': 41.3632327, 'x': 2.1159082, 'street_count': 3}"
4569344840,"{'y': 41.3434066, 'x': 2.1044541, 'street_count': 3}"
4569356449,"{'y': 41.4437409, 'x': 2.2082356, 'street_count': 3}"
4569466705,"{'y': 41.443318, 'x': 2.2194577, 'street_count': 3}"
4569473793,"{'y': 41.4012977, 'x': 2.1135644, 'highway': 'crossing', 'street_count': 3}"
4575036330,"{'y': 41.4435691, 'x': 2.2195092, 'street_count': 3}"
4575453078,"{'y': 41.4235827, 'x': 2.1458088, 'street_count': 3}"
4575698265,"{'y': 41.3535151, 'x': 2.114768, 'street_count': 3}"
4575698268,"{'y': 41.3537511, 'x': 2.1147728, 'street_count': 3}"
4577269969,"{'y': 41.3876689, 'x': 2.0840672, 'street_count': 3}"
4577269970,"{'y': 41.3876371, 'x': 2.0840994, 'street_count': 3}"
4577269974,"{'y': 41.3877216, 'x': 2.0841102, 'street_count': 3}"
4577269980,"{'y': 41.3876489, 'x': 2.0841738, 'street_count': 3}"
4577276563,"{'y': 41.3456833, 'x': 2.1075907, 'street_count': 3}"
4577282718,"{'y': 41.3686639, 'x': 2.1877659, 'street_count': 3}"
4577282723,"{'y': 41.3685998, 'x': 2.1876402, 'street_count': 3}"
4577282724,"{'y': 41.3686041, 'x': 2.187747, 'street_count': 4}"
4577960680,"{'y': 41.3615119, 'x': 2.1616929, 'street_count': 3}"
4577960684,"{'y': 41.3610598, 'x': 2.1618447, 'street_count': 4}"
4577960686,"{'y': 41.3608725, 'x': 2.1617923, 'street_count': 3}"
4577960806,"{'y': 41.363762, 'x': 2.1441757, 'street_count': 3}"
4578932967,"{'y': 41.4183424, 'x': 2.144551, 'street_count': 3}"
4579720206,"{'y': 41.4196423, 'x': 2.1556002, 'street_count': 1}"
4579762664,"{'y': 41.4191601, 'x': 2.1596521, 'street_count': 1}"
4582895923,"{'y': 41.3940096, 'x': 2.1816378, 'street_count': 2}"
4583719919,"{'y': 41.4028923, 'x': 2.1898379, 'street_count': 2}"
4583719920,"{'y': 41.4028678, 'x': 2.1898698, 'street_count': 2}"
4583767213,"{'y': 41.3782402, 'x': 2.1759873, 'street_count': 3}"
4584078222,"{'y': 41.4414837, 'x': 2.1971702, 'street_count': 3}"
4584569717,"{'y': 41.3815687, 'x': 2.1867397, 'street_count': 3}"
4584591572,"{'y': 41.3530344, 'x': 2.1075018, 'street_count': 3}"
4584646402,"{'y': 41.374333, 'x': 2.1589732, 'street_count': 3}"
4584724811,"{'y': 41.3819775, 'x': 2.1697328, 'street_count': 3}"
4584727157,"{'y': 41.4294163, 'x': 2.1558544, 'street_count': 3}"
4584727158,"{'y': 41.4298675, 'x': 2.1553938, 'street_count': 3}"
4584727162,"{'y': 41.4297624, 'x': 2.1552671, 'street_count': 3}"
4584727163,"{'y': 41.4299576, 'x': 2.1555026, 'street_count': 3}"
4584732461,"{'y': 41.3903422, 'x': 2.1820164, 'street_count': 3}"
4584732462,"{'y': 41.3899995, 'x': 2.1815846, 'street_count': 3}"
4584732464,"{'y': 41.3911709, 'x': 2.1800147, 'street_count': 3}"
4584749504,"{'y': 41.3812756, 'x': 2.1210383, 'street_count': 1}"
4584753246,"{'y': 41.3729045, 'x': 2.1781442, 'street_count': 3}"
4584753247,"{'y': 41.3721842, 'x': 2.179744, 'street_count': 3}"
4585214362,"{'y': 41.412131, 'x': 2.2217968, 'street_count': 3}"
4585219245,"{'y': 41.4019797, 'x': 2.2047202, 'street_count': 3}"
4585223687,"{'y': 41.4013513, 'x': 2.20559, 'street_count': 3}"
4585403886,"{'y': 41.3615385, 'x': 2.1616588, 'street_count': 3}"
4585404393,"{'y': 41.3615531, 'x': 2.1612748, 'street_count': 4}"
4585509214,"{'y': 41.3622341, 'x': 2.1615912, 'street_count': 3}"
4585509218,"{'y': 41.3627278, 'x': 2.1619129, 'street_count': 4}"
4585509250,"{'y': 41.3667825, 'x': 2.1634847, 'street_count': 3}"
4585509251,"{'y': 41.3667917, 'x': 2.1635311, 'street_count': 1}"
4585509252,"{'y': 41.3666185, 'x': 2.1635728, 'street_count': 3}"
4585509253,"{'y': 41.3666421, 'x': 2.1636203, 'street_count': 1}"
4585526625,"{'y': 41.3703582, 'x': 2.1592189, 'street_count': 1}"
4585732311,"{'y': 41.4440699, 'x': 2.1589056, 'street_count': 3}"
4585732314,"{'y': 41.4423549, 'x': 2.1592293, 'street_count': 4}"
4585732318,"{'y': 41.4424582, 'x': 2.1591057, 'street_count': 4}"
4585733489,"{'y': 41.444283, 'x': 2.1587849, 'street_count': 1}"
4585995142,"{'y': 41.4105237, 'x': 2.1943511, 'street_count': 1}"
4585995147,"{'y': 41.4106914, 'x': 2.1941225, 'street_count': 3}"
4586478353,"{'y': 41.3549429, 'x': 2.088571, 'street_count': 3}"
4586882712,"{'y': 41.3813179, 'x': 2.1824579, 'street_count': 3}"
4586882713,"{'y': 41.3813723, 'x': 2.1824208, 'street_count': 4}"
4586882714,"{'y': 41.3815367, 'x': 2.1822997, 'highway': 'crossing', 'street_count': 4}"
4586890183,"{'y': 41.3906773, 'x': 2.1720984, 'street_count': 3}"
4586903812,"{'y': 41.442063, 'x': 2.2150857, 'street_count': 3}"
4586938308,"{'y': 41.4201771, 'x': 2.2162144, 'street_count': 3}"
4586938317,"{'y': 41.4192756, 'x': 2.2153129, 'street_count': 1}"
4586938318,"{'y': 41.4197336, 'x': 2.2159298, 'street_count': 3}"
4586938319,"{'y': 41.4187673, 'x': 2.2166418, 'street_count': 3}"
4586938321,"{'y': 41.4198731, 'x': 2.2158268, 'street_count': 3}"
4586963258,"{'y': 41.3829421, 'x': 2.1840018, 'highway': 'crossing', 'street_count': 4}"
4587108274,"{'y': 41.4043568, 'x': 2.1971015, 'street_count': 3}"
4587108275,"{'y': 41.4040269, 'x': 2.1975417, 'street_count': 3}"
4587134325,"{'y': 41.4083074, 'x': 2.2165173, 'street_count': 3}"
4587169036,"{'y': 41.4063441, 'x': 2.1522581, 'street_count': 3}"
4587763075,"{'y': 41.4134379, 'x': 2.2198322, 'street_count': 4}"
4587763076,"{'y': 41.4136118, 'x': 2.2211652, 'highway': 'crossing', 'street_count': 3}"
4587763077,"{'y': 41.4130025, 'x': 2.2204107, 'street_count': 3}"
4587763080,"{'y': 41.4146383, 'x': 2.2181595, 'street_count': 3}"
4587763082,"{'y': 41.4148985, 'x': 2.2160717, 'street_count': 1}"
4587763088,"{'y': 41.4165674, 'x': 2.2171414, 'street_count': 3}"
4587765889,"{'y': 41.4160236, 'x': 2.2178506, 'street_count': 3}"
4587765891,"{'y': 41.4157156, 'x': 2.2168716, 'street_count': 3}"
4587765893,"{'y': 41.4158692, 'x': 2.2166727, 'street_count': 3}"
4587765896,"{'y': 41.4173115, 'x': 2.2149974, 'street_count': 4}"
4587765897,"{'y': 41.4176861, 'x': 2.2154998, 'street_count': 4}"
4587765908,"{'y': 41.4210318, 'x': 2.2111685, 'street_count': 3}"
4590625181,"{'y': 41.4145489, 'x': 2.2198634, 'street_count': 4}"
4590625182,"{'y': 41.4180114, 'x': 2.2246128, 'street_count': 4}"
4590625184,"{'y': 41.416909, 'x': 2.2231255, 'highway': 'crossing', 'street_count': 4}"
4590625185,"{'y': 41.41678, 'x': 2.2229452, 'highway': 'crossing', 'street_count': 4}"
4590625191,"{'y': 41.4176519, 'x': 2.2241522, 'street_count': 4}"
4590625192,"{'y': 41.4163693, 'x': 2.2224391, 'street_count': 4}"
4590625193,"{'y': 41.4151356, 'x': 2.2208442, 'street_count': 4}"
4590625194,"{'y': 41.4146602, 'x': 2.2200225, 'street_count': 3}"
4590625195,"{'y': 41.4172816, 'x': 2.223637, 'highway': 'crossing', 'street_count': 4}"
4590625196,"{'y': 41.412856, 'x': 2.2176029, 'street_count': 1}"
4590625198,"{'y': 41.4135078, 'x': 2.2184921, 'street_count': 4}"
4590625200,"{'y': 41.415958, 'x': 2.2218907, 'street_count': 4}"
4590625201,"{'y': 41.4146156, 'x': 2.219949, 'street_count': 3}"
4590628697,"{'y': 41.4438274, 'x': 2.2081702, 'street_count': 4}"
4590628718,"{'y': 41.44345, 'x': 2.2064694, 'street_count': 3}"
4590628719,"{'y': 41.4432362, 'x': 2.2060558, 'highway': 'crossing', 'street_count': 1}"
4590999308,"{'y': 41.3963738, 'x': 2.1256733, 'street_count': 3}"
4591013619,"{'y': 41.4306914, 'x': 2.1587988, 'street_count': 3}"
4591013620,"{'y': 41.430528, 'x': 2.1597345, 'street_count': 3}"
4591013624,"{'y': 41.4305174, 'x': 2.1588457, 'street_count': 3}"
4592365366,"{'y': 41.3631783, 'x': 2.1625319, 'street_count': 1}"
4592365379,"{'y': 41.3623225, 'x': 2.1631363, 'street_count': 3}"
4592365495,"{'y': 41.3623052, 'x': 2.1627857, 'street_count': 1}"
4592365498,"{'y': 41.3623047, 'x': 2.1629004, 'street_count': 3}"
4592704399,"{'y': 41.4460498, 'x': 2.1794141, 'street_count': 3}"
4592704400,"{'y': 41.4459185, 'x': 2.1797465, 'street_count': 4}"
4592704401,"{'y': 41.4457841, 'x': 2.1790641, 'street_count': 3}"
4592704405,"{'y': 41.4456591, 'x': 2.1792821, 'street_count': 3}"
4592704409,"{'y': 41.4459484, 'x': 2.1796241, 'street_count': 3}"
4592704411,"{'y': 41.4458524, 'x': 2.1794097, 'street_count': 3}"
4592704417,"{'y': 41.4462361, 'x': 2.179389, 'street_count': 3}"
4592704423,"{'y': 41.4463335, 'x': 2.1795835, 'street_count': 3}"
4593186750,"{'y': 41.4058367, 'x': 2.1926829, 'street_count': 4}"
4597040146,"{'y': 41.4070365, 'x': 2.0522717, 'street_count': 1}"
4597040169,"{'y': 41.4085887, 'x': 2.0569049, 'street_count': 3}"
4597040176,"{'y': 41.4082291, 'x': 2.0571978, 'street_count': 3}"
4597047822,"{'y': 41.401013, 'x': 2.0600614, 'street_count': 1}"
4597047823,"{'y': 41.3999749, 'x': 2.0602143, 'street_count': 4}"
4597047832,"{'y': 41.3982034, 'x': 2.0583677, 'street_count': 1}"
4597800605,"{'y': 41.4184341, 'x': 2.1547455, 'street_count': 3}"
4597800608,"{'y': 41.4184572, 'x': 2.153816, 'street_count': 3}"
4597800613,"{'y': 41.4203839, 'x': 2.1463629, 'street_count': 1}"
4597800618,"{'y': 41.420614, 'x': 2.1470364, 'street_count': 3}"
4597800625,"{'y': 41.4179673, 'x': 2.1454991, 'street_count': 3}"
4597800627,"{'y': 41.41745, 'x': 2.1453425, 'street_count': 3}"
4597800631,"{'y': 41.4179362, 'x': 2.1446447, 'street_count': 3}"
4597801497,"{'y': 41.4191047, 'x': 2.1532967, 'street_count': 3}"
4597911772,"{'y': 41.3729099, 'x': 2.0582203, 'street_count': 3}"
4597911774,"{'y': 41.3729432, 'x': 2.0582683, 'street_count': 3}"
4597911775,"{'y': 41.3731253, 'x': 2.058198, 'street_count': 3}"
4597911777,"{'y': 41.373008, 'x': 2.0579766, 'street_count': 3}"
4597911778,"{'y': 41.3731349, 'x': 2.0581286, 'street_count': 3}"
4597999552,"{'y': 41.3750742, 'x': 2.1496999, 'street_count': 3}"
4599639095,"{'y': 41.3582411, 'x': 2.092615, 'highway': 'crossing', 'street_count': 3}"
4600193561,"{'y': 41.4463285, 'x': 2.1798807, 'street_count': 4}"
4600193563,"{'y': 41.4462607, 'x': 2.179521, 'street_count': 4}"
4600193564,"{'y': 41.4458407, 'x': 2.1793505, 'street_count': 4}"
4604670702,"{'y': 41.4001976, 'x': 2.184336, 'street_count': 3}"
4612674304,"{'y': 41.3642667, 'x': 2.1672895, 'street_count': 1}"
4612674310,"{'y': 41.3642398, 'x': 2.1655576, 'street_count': 1}"
4612674387,"{'y': 41.3657111, 'x': 2.1585294, 'street_count': 1}"
4612674388,"{'y': 41.3657946, 'x': 2.1584451, 'street_count': 3}"
4613974695,"{'y': 41.4352981, 'x': 2.1719849, 'street_count': 3}"
4613974696,"{'y': 41.4355678, 'x': 2.1718235, 'street_count': 3}"
4613974697,"{'y': 41.4356144, 'x': 2.1714055, 'street_count': 1}"
4613974924,"{'y': 41.4359096, 'x': 2.1714936, 'street_count': 1}"
4615765189,"{'y': 41.3776159, 'x': 2.0503806, 'street_count': 3}"
4615765201,"{'y': 41.3736078, 'x': 2.0527152, 'street_count': 3}"
4615765223,"{'y': 41.3788876, 'x': 2.0531738, 'street_count': 3}"
4615765227,"{'y': 41.3790808, 'x': 2.0528948, 'street_count': 2}"
4616558388,"{'y': 41.4486104, 'x': 2.1764123, 'street_count': 3}"
4616561389,"{'y': 41.4483242, 'x': 2.1767981, 'street_count': 1}"
4623716613,"{'y': 41.4044965, 'x': 2.0627079, 'street_count': 3}"
4623893747,"{'y': 41.3517649, 'x': 2.127682, 'street_count': 3}"
4623893749,"{'y': 41.3527123, 'x': 2.1266633, 'street_count': 3}"
4625178488,"{'y': 41.4482892, 'x': 2.1744678, 'street_count': 3}"
4625701820,"{'y': 41.4395358, 'x': 2.202893, 'street_count': 3}"
4629923493,"{'y': 41.3980835, 'x': 2.1890535, 'street_count': 1}"
4629923495,"{'y': 41.3978248, 'x': 2.1887986, 'street_count': 3}"
4629926909,"{'y': 41.3980338, 'x': 2.1892783, 'street_count': 1}"
4629926910,"{'y': 41.3980275, 'x': 2.1895279, 'street_count': 3}"
4630267859,"{'y': 41.4163954, 'x': 2.0569911, 'street_count': 1}"
4630267862,"{'y': 41.4161658, 'x': 2.0569398, 'street_count': 1}"
4630267863,"{'y': 41.4161132, 'x': 2.0568384, 'street_count': 3}"
4630267990,"{'y': 41.4142872, 'x': 2.0570902, 'street_count': 3}"
4634498501,"{'y': 41.3826876, 'x': 2.0741439, 'street_count': 5}"
4635012618,"{'y': 41.4491001, 'x': 2.1948067, 'street_count': 1}"
4635012620,"{'y': 41.44984, 'x': 2.1951232, 'street_count': 3}"
4635012623,"{'y': 41.4498339, 'x': 2.1951929, 'street_count': 3}"
4635012634,"{'y': 41.4487584, 'x': 2.1966896, 'street_count': 3}"
4635012637,"{'y': 41.448501, 'x': 2.1967164, 'street_count': 3}"
4635012642,"{'y': 41.4490278, 'x': 2.1966574, 'street_count': 3}"
4635012671,"{'y': 41.4495404, 'x': 2.1945116, 'street_count': 1}"
4635064200,"{'y': 41.4461332, 'x': 2.1927756, 'street_count': 4}"
4635064203,"{'y': 41.4467193, 'x': 2.1927192, 'street_count': 3}"
4635066443,"{'y': 41.4465957, 'x': 2.1905307, 'street_count': 3}"
4635070995,"{'y': 41.4477819, 'x': 2.1949481, 'street_count': 4}"
4635079385,"{'y': 41.4483442, 'x': 2.1952385, 'street_count': 3}"
4635086289,"{'y': 41.4487966, 'x': 2.1944392, 'street_count': 1}"
4635141742,"{'y': 41.4508223, 'x': 2.192546, 'street_count': 3}"
4635184154,"{'y': 41.4497691, 'x': 2.1929097, 'street_count': 1}"
4637897446,"{'y': 41.417861, 'x': 2.1866627, 'street_count': 1}"
4637897448,"{'y': 41.4180635, 'x': 2.1867689, 'street_count': 3}"
4637902519,"{'y': 41.4176071, 'x': 2.1866673, 'street_count': 1}"
4637902520,"{'y': 41.4174065, 'x': 2.186766, 'street_count': 3}"
4640122300,"{'y': 41.4233305, 'x': 2.230333, 'street_count': 1}"
4642935845,"{'y': 41.3950106, 'x': 2.1829241, 'street_count': 1}"
4645000181,"{'y': 41.366605, 'x': 2.167763, 'highway': 'crossing', 'street_count': 3}"
4653143521,"{'y': 41.3627431, 'x': 2.1614452, 'street_count': 3}"
4653143524,"{'y': 41.3645759, 'x': 2.1637512, 'street_count': 3}"
4653143530,"{'y': 41.3645112, 'x': 2.163211, 'street_count': 3}"
4655445901,"{'y': 41.3792892, 'x': 2.0721843, 'street_count': 1}"
4675068962,"{'y': 41.4065454, 'x': 2.1660549, 'street_count': 4}"
4675068963,"{'y': 41.4059603, 'x': 2.1651252, 'street_count': 4}"
4675068965,"{'y': 41.4085485, 'x': 2.1692053, 'highway': 'crossing', 'street_count': 4}"
4675068966,"{'y': 41.4076276, 'x': 2.1677461, 'highway': 'crossing', 'street_count': 4}"
