id,properties
318579297,"{'y': 41.3787439, 'x': 2.0761358, 'street_count': 4}"
318579307,"{'y': 41.3806015, 'x': 2.0751875, 'street_count': 4}"
318579319,"{'y': 41.3794028, 'x': 2.0757995, 'street_count': 3}"
318579580,"{'y': 41.3822865, 'x': 2.0726143, 'street_count': 3}"
318579613,"{'y': 41.3824676, 'x': 2.0733157, 'street_count': 3}"
318579707,"{'y': 41.382628, 'x': 2.0717341, 'street_count': 4}"
318579708,"{'y': 41.3800483, 'x': 2.072883, 'street_count': 4}"
318579792,"{'y': 41.3853219, 'x': 2.0735775, 'street_count': 3}"
318579795,"{'y': 41.3823486, 'x': 2.0707512, 'street_count': 3}"
318579802,"{'y': 41.3838575, 'x': 2.0729864, 'street_count': 3}"
318579803,"{'y': 41.3839999, 'x': 2.0719777, 'street_count': 3}"
318580033,"{'y': 41.3819419, 'x': 2.0745323, 'street_count': 4}"
318580399,"{'y': 41.3793723, 'x': 2.0708877, 'street_count': 3}"
318580792,"{'y': 41.3800411, 'x': 2.0703431, 'street_count': 3}"
318708611,"{'y': 41.3839507, 'x': 2.0741648, 'street_count': 3}"
318708630,"{'y': 41.3835158, 'x': 2.0737057, 'street_count': 3}"
318708745,"{'y': 41.3852721, 'x': 2.0736788, 'street_count': 3}"
318709113,"{'y': 41.3853854, 'x': 2.0737115, 'street_count': 3}"
318709303,"{'y': 41.3853979, 'x': 2.0736663, 'street_count': 3}"
318709366,"{'y': 41.3867588, 'x': 2.0732013, 'street_count': 3}"
318709370,"{'y': 41.3867404, 'x': 2.0733553, 'street_count': 3}"
318709372,"{'y': 41.3863271, 'x': 2.0734682, 'street_count': 3}"
318709389,"{'y': 41.3873048, 'x': 2.0731219, 'street_count': 3}"
318709659,"{'y': 41.3899545, 'x': 2.0715669, 'street_count': 3}"
318709676,"{'y': 41.3905353, 'x': 2.0726301, 'street_count': 3}"
318709680,"{'y': 41.3927019, 'x': 2.072328, 'street_count': 3}"
318709715,"{'y': 41.3929091, 'x': 2.072368, 'street_count': 3}"
318709724,"{'y': 41.3913989, 'x': 2.071878, 'street_count': 3}"
318709832,"{'y': 41.3954031, 'x': 2.0744454, 'street_count': 4}"
318709837,"{'y': 41.3973965, 'x': 2.0739446, 'street_count': 3}"
318709838,"{'y': 41.3916667, 'x': 2.0728271, 'street_count': 3}"
318710211,"{'y': 41.3926924, 'x': 2.075213, 'street_count': 3}"
318710214,"{'y': 41.3944145, 'x': 2.074967, 'street_count': 3}"
318710217,"{'y': 41.3958925, 'x': 2.0778094, 'street_count': 3}"
318710219,"{'y': 41.3965391, 'x': 2.0773838, 'street_count': 4}"
318710223,"{'y': 41.3957274, 'x': 2.0749677, 'street_count': 4}"
318710359,"{'y': 41.394465, 'x': 2.0750747, 'highway': 'mini_roundabout', 'street_count': 4}"
318710458,"{'y': 41.3946338, 'x': 2.0774151, 'street_count': 3}"
318710528,"{'y': 41.3920928, 'x': 2.0727295, 'street_count': 3}"
318710570,"{'y': 41.3925898, 'x': 2.0738471, 'street_count': 3}"
318710571,"{'y': 41.39149, 'x': 2.0747396, 'street_count': 3}"
318710608,"{'y': 41.3910842, 'x': 2.0727253, 'street_count': 3}"
318710708,"{'y': 41.3918523, 'x': 2.0744442, 'street_count': 4}"
318710709,"{'y': 41.3919476, 'x': 2.0735333, 'street_count': 3}"
318710859,"{'y': 41.3915802, 'x': 2.0738557, 'street_count': 4}"
318711387,"{'y': 41.3799008, 'x': 2.0663203, 'street_count': 3}"
318711388,"{'y': 41.3798439, 'x': 2.0663488, 'street_count': 3}"
318711389,"{'y': 41.3796936, 'x': 2.0663257, 'street_count': 3}"
318711390,"{'y': 41.3796759, 'x': 2.06629, 'street_count': 3}"
318711393,"{'y': 41.3799137, 'x': 2.0656891, 'street_count': 3}"
318712473,"{'y': 41.37925, 'x': 2.0720278, 'street_count': 3}"
318712525,"{'y': 41.3791293, 'x': 2.0715973, 'street_count': 3}"
318712526,"{'y': 41.3790767, 'x': 2.0720581, 'street_count': 3}"
318712749,"{'y': 41.3792842, 'x': 2.0716881, 'street_count': 3}"
318712753,"{'y': 41.3789726, 'x': 2.0717605, 'street_count': 3}"
318713112,"{'y': 41.3785963, 'x': 2.0720363, 'street_count': 3}"
318713211,"{'y': 41.3790527, 'x': 2.0723734, 'street_count': 3}"
318714215,"{'y': 41.3856487, 'x': 2.0751957, 'street_count': 3}"
318714219,"{'y': 41.3850101, 'x': 2.0737309, 'street_count': 3}"
318714236,"{'y': 41.3852606, 'x': 2.0743482, 'street_count': 3}"
318714307,"{'y': 41.385436, 'x': 2.0754976, 'street_count': 3}"
318714459,"{'y': 41.3868146, 'x': 2.073342, 'street_count': 3}"
318714464,"{'y': 41.3875403, 'x': 2.0742396, 'street_count': 3}"
318714580,"{'y': 41.3876226, 'x': 2.0743022, 'street_count': 3}"
318714590,"{'y': 41.3875586, 'x': 2.0743448, 'street_count': 3}"
318715034,"{'y': 41.3877294, 'x': 2.0751998, 'street_count': 3}"
318715037,"{'y': 41.3878032, 'x': 2.0761477, 'street_count': 3}"
318715102,"{'y': 41.3868439, 'x': 2.0759182, 'street_count': 3}"
318715227,"{'y': 41.3871386, 'x': 2.0787862, 'street_count': 3}"
318715831,"{'y': 41.3844677, 'x': 2.065584, 'street_count': 3}"
318715909,"{'y': 41.3833939, 'x': 2.0674459, 'street_count': 4}"
318715914,"{'y': 41.3830065, 'x': 2.0680467, 'street_count': 3}"
318716429,"{'y': 41.3822655, 'x': 2.0661348, 'street_count': 3}"
318716679,"{'y': 41.3820107, 'x': 2.0618396, 'street_count': 3}"
318716684,"{'y': 41.3812571, 'x': 2.0605908, 'street_count': 3}"
318716722,"{'y': 41.3814081, 'x': 2.0625407, 'street_count': 4}"
318716810,"{'y': 41.3830628, 'x': 2.0633254, 'street_count': 4}"
318717191,"{'y': 41.3820077, 'x': 2.0658204, 'street_count': 3}"
318717194,"{'y': 41.380826, 'x': 2.0674291, 'street_count': 3}"
318717837,"{'y': 41.3692555, 'x': 2.0520239, 'street_count': 3}"
318717842,"{'y': 41.3691436, 'x': 2.0523587, 'street_count': 3}"
318717843,"{'y': 41.3693257, 'x': 2.0523009, 'street_count': 3}"
318717844,"{'y': 41.3693473, 'x': 2.0521672, 'street_count': 3}"
318718058,"{'y': 41.3701131, 'x': 2.0534131, 'street_count': 3}"
318718060,"{'y': 41.3702049, 'x': 2.053575, 'street_count': 3}"
318718454,"{'y': 41.3644791, 'x': 2.0539583, 'street_count': 3}"
318718458,"{'y': 41.3649035, 'x': 2.0545787, 'street_count': 3}"
318718564,"{'y': 41.3649564, 'x': 2.0540839, 'highway': 'crossing', 'street_count': 4}"
318718578,"{'y': 41.36452, 'x': 2.0545439, 'highway': 'crossing', 'street_count': 4}"
318718629,"{'y': 41.3673638, 'x': 2.0515278, 'street_count': 3}"
318718630,"{'y': 41.367308, 'x': 2.0516557, 'street_count': 3}"
318718633,"{'y': 41.3675219, 'x': 2.0517914, 'street_count': 3}"
318718681,"{'y': 41.3673705, 'x': 2.0518145, 'street_count': 3}"
318718694,"{'y': 41.3649894, 'x': 2.0541453, 'street_count': 3}"
318718739,"{'y': 41.3621299, 'x': 2.0571279, 'street_count': 3}"
318718740,"{'y': 41.3620135, 'x': 2.0571453, 'street_count': 3}"
318718743,"{'y': 41.3620592, 'x': 2.05753, 'street_count': 3}"
318718744,"{'y': 41.362224, 'x': 2.0574257, 'street_count': 3}"
318718761,"{'y': 41.3622392, 'x': 2.0572818, 'street_count': 3}"
318718857,"{'y': 41.3645555, 'x': 2.0545635, 'street_count': 3}"
318718987,"{'y': 41.3667863, 'x': 2.052379, 'street_count': 3}"
318719060,"{'y': 41.3676437, 'x': 2.0541939, 'street_count': 4}"
318719110,"{'y': 41.3684259, 'x': 2.0533599, 'street_count': 4}"
318719188,"{'y': 41.3670715, 'x': 2.0546965, 'street_count': 4}"
318719828,"{'y': 41.3662689, 'x': 2.0528908, 'street_count': 4}"
318719835,"{'y': 41.367918, 'x': 2.0525134, 'street_count': 3}"
318720328,"{'y': 41.3640681, 'x': 2.0564484, 'street_count': 2}"
318720547,"{'y': 41.371942, 'x': 2.0565674, 'highway': 'crossing', 'street_count': 4}"
318720745,"{'y': 41.373213, 'x': 2.0577837, 'highway': 'crossing', 'street_count': 5}"
318721691,"{'y': 41.3751167, 'x': 2.0565493, 'highway': 'crossing', 'street_count': 3}"
318721692,"{'y': 41.3753447, 'x': 2.0566597, 'street_count': 3}"
318721828,"{'y': 41.375902, 'x': 2.0559645, 'street_count': 4}"
318722420,"{'y': 41.3772812, 'x': 2.0598726, 'street_count': 4}"
318722422,"{'y': 41.3797578, 'x': 2.0640183, 'highway': 'traffic_signals', 'street_count': 3}"
318722428,"{'y': 41.3779, 'x': 2.0592341, 'street_count': 4}"
318722447,"{'y': 41.3761828, 'x': 2.0563852, 'street_count': 3}"
318722484,"{'y': 41.3755683, 'x': 2.057042, 'street_count': 4}"
318722609,"{'y': 41.3750436, 'x': 2.0577822, 'street_count': 3}"
318722611,"{'y': 41.3753366, 'x': 2.0583379, 'highway': 'crossing', 'street_count': 3}"
318722635,"{'y': 41.3766485, 'x': 2.0605353, 'street_count': 4}"
318722636,"{'y': 41.3781724, 'x': 2.061353, 'street_count': 3}"
318722708,"{'y': 41.3786285, 'x': 2.0621164, 'street_count': 3}"
318723444,"{'y': 41.3783054, 'x': 2.0624507, 'highway': 'mini_roundabout', 'street_count': 4}"
318723447,"{'y': 41.3767796, 'x': 2.0590497, 'street_count': 3}"
318723844,"{'y': 41.3837245, 'x': 2.0691943, 'street_count': 3}"
318724813,"{'y': 41.3791617, 'x': 2.0727356, 'street_count': 3}"
318726817,"{'y': 41.3866016, 'x': 2.0825164, 'street_count': 3}"
318726823,"{'y': 41.3864744, 'x': 2.0813473, 'street_count': 3}"
318726828,"{'y': 41.3873008, 'x': 2.0827522, 'street_count': 3}"
318726832,"{'y': 41.3874658, 'x': 2.0833663, 'street_count': 3}"
318726839,"{'y': 41.3871998, 'x': 2.0813248, 'street_count': 3}"
318727022,"{'y': 41.3849794, 'x': 2.0836237, 'street_count': 3}"
318729120,"{'y': 41.3822649, 'x': 2.0818421, 'street_count': 3}"
318729121,"{'y': 41.3822094, 'x': 2.0818977, 'street_count': 3}"
318729122,"{'y': 41.3822026, 'x': 2.081995, 'street_count': 3}"
318729123,"{'y': 41.3823017, 'x': 2.0820709, 'street_count': 3}"
318729248,"{'y': 41.382737, 'x': 2.0839912, 'highway': 'crossing', 'street_count': 3}"
318729382,"{'y': 41.3826265, 'x': 2.0863132, 'street_count': 3}"
318729435,"{'y': 41.382411, 'x': 2.0864149, 'street_count': 3}"
318729439,"{'y': 41.382665, 'x': 2.0866536, 'street_count': 3}"
318729443,"{'y': 41.3826971, 'x': 2.0864077, 'street_count': 3}"
318729673,"{'y': 41.379708, 'x': 2.0617161, 'street_count': 3}"
318729745,"{'y': 41.3799534, 'x': 2.0615068, 'street_count': 3}"
318729749,"{'y': 41.3798626, 'x': 2.0617303, 'street_count': 3}"
318729939,"{'y': 41.3788795, 'x': 2.0625313, 'street_count': 3}"
318729946,"{'y': 41.3794758, 'x': 2.0618554, 'street_count': 4}"
318729949,"{'y': 41.379706, 'x': 2.0622446, 'street_count': 3}"
318730433,"{'y': 41.3796927, 'x': 2.0538132, 'street_count': 3}"
318730435,"{'y': 41.3795289, 'x': 2.0537889, 'street_count': 3}"
318730437,"{'y': 41.3794191, 'x': 2.0538845, 'street_count': 3}"
318730438,"{'y': 41.3793707, 'x': 2.0540535, 'street_count': 3}"
318730440,"{'y': 41.3794896, 'x': 2.0543094, 'street_count': 3}"
318730442,"{'y': 41.3796247, 'x': 2.0543329, 'street_count': 3}"
318730443,"{'y': 41.3797823, 'x': 2.0541453, 'street_count': 4}"
318730583,"{'y': 41.3798571, 'x': 2.0613403, 'street_count': 3}"
318730648,"{'y': 41.3796901, 'x': 2.0613756, 'street_count': 3}"
318730669,"{'y': 41.3806665, 'x': 2.0634075, 'street_count': 3}"
318731531,"{'y': 41.3848048, 'x': 2.0775763, 'street_count': 3}"
318731541,"{'y': 41.3847196, 'x': 2.0772524, 'street_count': 3}"
318731891,"{'y': 41.3855655, 'x': 2.0816674, 'street_count': 3}"
318731990,"{'y': 41.3846352, 'x': 2.0825751, 'street_count': 3}"
318780674,"{'y': 41.3810277, 'x': 2.0738308, 'street_count': 3}"
318780676,"{'y': 41.3809624, 'x': 2.0739996, 'street_count': 3}"
318780678,"{'y': 41.3810797, 'x': 2.0740639, 'street_count': 3}"
318780680,"{'y': 41.3811364, 'x': 2.0739295, 'street_count': 3}"
318780845,"{'y': 41.3812446, 'x': 2.0748907, 'street_count': 3}"
318780862,"{'y': 41.380857, 'x': 2.0732589, 'street_count': 3}"
318784330,"{'y': 41.38518, 'x': 2.0764923, 'street_count': 3}"
318784502,"{'y': 41.3849579, 'x': 2.0756373, 'street_count': 3}"
318786551,"{'y': 41.3876165, 'x': 2.0839788, 'highway': 'crossing', 'street_count': 3}"
318791498,"{'y': 41.3717109, 'x': 2.0674525, 'street_count': 3}"
318791509,"{'y': 41.3720759, 'x': 2.071844, 'street_count': 3}"
318791854,"{'y': 41.3731911, 'x': 2.0740757, 'street_count': 3}"
318791864,"{'y': 41.3734116, 'x': 2.0743981, 'street_count': 3}"
318793602,"{'y': 41.3830793, 'x': 2.0889806, 'street_count': 3}"
318794280,"{'y': 41.3837822, 'x': 2.0913504, 'street_count': 3}"
318794598,"{'y': 41.3783707, 'x': 2.0792307, 'highway': 'traffic_signals', 'street_count': 3}"
318799237,"{'y': 41.3833907, 'x': 2.0721216, 'street_count': 3}"
318799429,"{'y': 41.3835806, 'x': 2.0726844, 'street_count': 1}"
318800965,"{'y': 41.3636254, 'x': 2.0583255, 'street_count': 3}"
318800968,"{'y': 41.3639431, 'x': 2.0583828, 'street_count': 3}"
318800970,"{'y': 41.3638507, 'x': 2.0581866, 'street_count': 3}"
318800989,"{'y': 41.3621612, 'x': 2.057509, 'street_count': 3}"
318801131,"{'y': 41.3622931, 'x': 2.0576374, 'highway': 'crossing', 'street_count': 3}"
318801133,"{'y': 41.3627357, 'x': 2.058013, 'street_count': 3}"
318801659,"{'y': 41.3690435, 'x': 2.054404, 'street_count': 4}"
318801683,"{'y': 41.3680346, 'x': 2.0550497, 'street_count': 4}"
318802091,"{'y': 41.3673994, 'x': 2.0554193, 'street_count': 3}"
318802407,"{'y': 41.3676913, 'x': 2.0560465, 'street_count': 4}"
318802410,"{'y': 41.3657277, 'x': 2.0576336, 'street_count': 4}"
318802456,"{'y': 41.3684348, 'x': 2.0559265, 'street_count': 3}"
318802531,"{'y': 41.3698895, 'x': 2.0558184, 'street_count': 4}"
318802607,"{'y': 41.3711681, 'x': 2.0552108, 'street_count': 3}"
318802608,"{'y': 41.3657356, 'x': 2.0559606, 'street_count': 4}"
318802609,"{'y': 41.3663435, 'x': 2.0568911, 'street_count': 4}"
318802623,"{'y': 41.3652251, 'x': 2.0551024, 'street_count': 4}"
318802647,"{'y': 41.363873, 'x': 2.0566463, 'street_count': 3}"
318802649,"{'y': 41.3633622, 'x': 2.0559368, 'street_count': 4}"
318802650,"{'y': 41.362681, 'x': 2.0546821, 'street_count': 4}"
318802814,"{'y': 41.3614305, 'x': 2.0560594, 'street_count': 3}"
318802851,"{'y': 41.3614466, 'x': 2.0558197, 'street_count': 3}"
318802995,"{'y': 41.3656162, 'x': 2.0535281, 'street_count': 4}"
318805688,"{'y': 41.3665223, 'x': 2.0552104, 'street_count': 4}"
318899360,"{'y': 41.3820043, 'x': 2.0679632, 'street_count': 3}"
318899392,"{'y': 41.3826068, 'x': 2.0686353, 'street_count': 3}"
318899406,"{'y': 41.3812006, 'x': 2.0669091, 'street_count': 3}"
319325241,"{'y': 41.3799285, 'x': 2.0953541, 'street_count': 3}"
319329850,"{'y': 41.3642862, 'x': 2.0526803, 'street_count': 3}"
319330144,"{'y': 41.364138, 'x': 2.052934, 'street_count': 3}"
319330147,"{'y': 41.3640291, 'x': 2.0526535, 'street_count': 3}"
319331100,"{'y': 41.3690289, 'x': 2.0519126, 'highway': 'crossing', 'street_count': 4}"
319331102,"{'y': 41.369145, 'x': 2.0520366, 'street_count': 3}"
319332102,"{'y': 41.3825727, 'x': 2.0831166, 'street_count': 3}"
319332293,"{'y': 41.3827742, 'x': 2.0831455, 'street_count': 3}"
319332302,"{'y': 41.3780736, 'x': 2.0819201, 'highway': 'traffic_signals', 'street_count': 3}"
319332528,"{'y': 41.3806179, 'x': 2.0819352, 'street_count': 3}"
319334506,"{'y': 41.3809933, 'x': 2.0971804, 'street_count': 3}"
319427657,"{'y': 41.4301479, 'x': 2.1897301, 'street_count': 5}"
319428307,"{'y': 41.4419867, 'x': 2.1882673, 'street_count': 4}"
319428309,"{'y': 41.4388184, 'x': 2.1887529, 'street_count': 3}"
319429058,"{'y': 41.4299903, 'x': 2.1955605, 'street_count': 4}"
319429060,"{'y': 41.4301339, 'x': 2.192758, 'street_count': 4}"
319429258,"{'y': 41.4277086, 'x': 2.1908873, 'street_count': 4}"
319600517,"{'y': 41.4269997, 'x': 2.1874999, 'street_count': 3}"
319602996,"{'y': 41.4302434, 'x': 2.1848648, 'street_count': 3}"
319605451,"{'y': 41.4300601, 'x': 2.1835712, 'street_count': 3}"
319608442,"{'y': 41.4000522, 'x': 2.1868123, 'street_count': 4}"
319608444,"{'y': 41.3951788, 'x': 2.1867897, 'street_count': 3}"
319610579,"{'y': 41.3951766, 'x': 2.186952, 'street_count': 3}"
319613054,"{'y': 41.4300712, 'x': 2.1828719, 'street_count': 3}"
319630023,"{'y': 41.4298321, 'x': 2.1954953, 'street_count': 3}"
319630025,"{'y': 41.4299914, 'x': 2.1927238, 'street_count': 4}"
319630027,"{'y': 41.4300309, 'x': 2.1911848, 'street_count': 3}"
319630029,"{'y': 41.430029, 'x': 2.1897928, 'street_count': 4}"
319630088,"{'y': 41.4300431, 'x': 2.1890929, 'street_count': 4}"
319630089,"{'y': 41.4300674, 'x': 2.1880086, 'street_count': 4}"
319630104,"{'y': 41.4301905, 'x': 2.1835067, 'street_count': 3}"
319630541,"{'y': 41.430615, 'x': 2.1825328, 'street_count': 3}"
319630542,"{'y': 41.4303926, 'x': 2.1825705, 'street_count': 3}"
319630543,"{'y': 41.4302074, 'x': 2.1825795, 'street_count': 4}"
319631021,"{'y': 41.445111, 'x': 2.1871994, 'street_count': 3}"
319631083,"{'y': 41.4304683, 'x': 2.1829738, 'street_count': 3}"
319631390,"{'y': 41.4054738, 'x': 2.1870517, 'street_count': 3}"
319768213,"{'y': 41.3917935, 'x': 2.0771791, 'street_count': 3}"
319768215,"{'y': 41.3934949, 'x': 2.0788603, 'street_count': 3}"
319768224,"{'y': 41.3931543, 'x': 2.0806578, 'street_count': 3}"
319768580,"{'y': 41.3949652, 'x': 2.0801407, 'street_count': 3}"
319768587,"{'y': 41.3951431, 'x': 2.0818972, 'street_count': 3}"
319768590,"{'y': 41.3952042, 'x': 2.0824768, 'street_count': 3}"
319768597,"{'y': 41.3952269, 'x': 2.0854253, 'street_count': 4}"
319768828,"{'y': 41.3956047, 'x': 2.0877343, 'street_count': 3}"
319768844,"{'y': 41.3949728, 'x': 2.092955, 'street_count': 3}"
319768850,"{'y': 41.3947716, 'x': 2.0915639, 'street_count': 3}"
319768860,"{'y': 41.3943442, 'x': 2.0903064, 'street_count': 4}"
319768861,"{'y': 41.394119, 'x': 2.090125, 'street_count': 3}"
319768868,"{'y': 41.393981, 'x': 2.088673, 'street_count': 3}"
319768882,"{'y': 41.3934911, 'x': 2.0901286, 'street_count': 3}"
319768884,"{'y': 41.39369, 'x': 2.090924, 'street_count': 3}"
319770223,"{'y': 41.3938545, 'x': 2.0939204, 'street_count': 3}"
319770224,"{'y': 41.393796, 'x': 2.0939073, 'street_count': 3}"
319770228,"{'y': 41.3939245, 'x': 2.0937866, 'street_count': 3}"
319770229,"{'y': 41.3940456, 'x': 2.0939387, 'street_count': 3}"
319770888,"{'y': 41.3902648, 'x': 2.0955888, 'street_count': 3}"
319770891,"{'y': 41.390622, 'x': 2.095866, 'street_count': 3}"
319770956,"{'y': 41.3906771, 'x': 2.0956273, 'street_count': 3}"
319772736,"{'y': 41.4065315, 'x': 2.1062959, 'street_count': 4}"
319772850,"{'y': 41.3913992, 'x': 2.0976073, 'street_count': 3}"
319772868,"{'y': 41.3903616, 'x': 2.0993314, 'street_count': 3}"
319772874,"{'y': 41.3899823, 'x': 2.1001382, 'street_count': 4}"
319772976,"{'y': 41.4046977, 'x': 2.1075128, 'street_count': 3}"
319772979,"{'y': 41.4054447, 'x': 2.108037, 'street_count': 3}"
319772983,"{'y': 41.4069639, 'x': 2.108935, 'street_count': 3}"
319773249,"{'y': 41.4062924, 'x': 2.1044681, 'street_count': 3}"
319774222,"{'y': 41.4117863, 'x': 2.1082115, 'street_count': 4}"
319774234,"{'y': 41.4122357, 'x': 2.1100844, 'street_count': 3}"
319774235,"{'y': 41.4123637, 'x': 2.1102003, 'street_count': 3}"
319774241,"{'y': 41.4136057, 'x': 2.1110275, 'street_count': 3}"
319774339,"{'y': 41.4159642, 'x': 2.1102802, 'street_count': 3}"
319774960,"{'y': 41.4143794, 'x': 2.1056102, 'street_count': 3}"
319774964,"{'y': 41.413631, 'x': 2.1055848, 'street_count': 3}"
319775252,"{'y': 41.4078528, 'x': 2.1017349, 'street_count': 4}"
319775255,"{'y': 41.4072197, 'x': 2.1013354, 'street_count': 3}"
319775267,"{'y': 41.407096, 'x': 2.1013739, 'street_count': 3}"
319776359,"{'y': 41.3985764, 'x': 2.1002934, 'street_count': 3}"
319776363,"{'y': 41.3977035, 'x': 2.1002727, 'street_count': 3}"
320188219,"{'y': 41.3951731, 'x': 2.175172, 'street_count': 1}"
320188311,"{'y': 41.3946058, 'x': 2.1759265, 'street_count': 1}"
320857509,"{'y': 41.4433191, 'x': 2.1717524, 'street_count': 4}"
320857511,"{'y': 41.4442648, 'x': 2.1742338, 'street_count': 4}"
320857512,"{'y': 41.4446446, 'x': 2.1752018, 'street_count': 3}"
321673467,"{'y': 41.3803541, 'x': 2.0705371, 'street_count': 4}"
321818284,"{'y': 41.384137, 'x': 2.0579023, 'street_count': 3}"
321818298,"{'y': 41.3846555, 'x': 2.0538238, 'street_count': 3}"
321818306,"{'y': 41.3820985, 'x': 2.0550241, 'highway': 'traffic_signals', 'street_count': 4}"
321818317,"{'y': 41.3786717, 'x': 2.0515617, 'street_count': 3}"
321818994,"{'y': 41.3785962, 'x': 2.0519707, 'street_count': 3}"
321819064,"{'y': 41.3785573, 'x': 2.0516874, 'street_count': 3}"
321820274,"{'y': 41.382784, 'x': 2.0560074, 'street_count': 4}"
321821041,"{'y': 41.3797534, 'x': 2.0538967, 'street_count': 3}"
321822938,"{'y': 41.3638998, 'x': 2.0525918, 'street_count': 3}"
321823663,"{'y': 41.3629661, 'x': 2.0510875, 'street_count': 2}"
321823876,"{'y': 41.3632734, 'x': 2.0509973, 'street_count': 2}"
323159738,"{'y': 41.4472924, 'x': 2.1879256, 'street_count': 3}"
323161610,"{'y': 41.4466301, 'x': 2.1958727, 'street_count': 1}"
323161614,"{'y': 41.4457865, 'x': 2.1943597, 'street_count': 3}"
323167760,"{'y': 41.4488794, 'x': 2.2009266, 'street_count': 3}"
323167796,"{'y': 41.4489205, 'x': 2.2010424, 'street_count': 6}"
323168834,"{'y': 41.4440284, 'x': 2.1868566, 'ref': 'C-33', 'highway': 'milestone', 'street_count': 4}"
323168835,"{'y': 41.4439674, 'x': 2.1866231, 'ref': 'C-33', 'highway': 'milestone', 'street_count': 4}"
323168908,"{'y': 41.4432939, 'x': 2.1869168, 'street_count': 3}"
323169030,"{'y': 41.4438019, 'x': 2.1862503, 'street_count': 3}"
323169605,"{'y': 41.4396064, 'x': 2.1618897, 'street_count': 3}"
323169610,"{'y': 41.439984, 'x': 2.1632863, 'street_count': 3}"
323190133,"{'y': 41.4385858, 'x': 2.1746417, 'street_count': 3}"
323190136,"{'y': 41.4384468, 'x': 2.1743507, 'street_count': 3}"
323190137,"{'y': 41.4383609, 'x': 2.1743306, 'street_count': 3}"
323190145,"{'y': 41.4384449, 'x': 2.1749024, 'street_count': 3}"
323190146,"{'y': 41.4385528, 'x': 2.1747699, 'street_count': 3}"
323191073,"{'y': 41.3988323, 'x': 2.1251436, 'street_count': 3}"
323191074,"{'y': 41.3986943, 'x': 2.1254663, 'street_count': 3}"
323191078,"{'y': 41.3977774, 'x': 2.1281544, 'highway': 'traffic_signals', 'street_count': 5}"
324230636,"{'y': 41.4009951, 'x': 2.1233456, 'street_count': 3}"
324230925,"{'y': 41.4043941, 'x': 2.1177855, 'street_count': 3}"
324231741,"{'y': 41.4014987, 'x': 2.1283358, 'street_count': 4}"
324231840,"{'y': 41.4046843, 'x': 2.1300311, 'highway': 'traffic_signals', 'street_count': 3}"
324996739,"{'y': 41.3671151, 'x': 2.0612685, 'street_count': 3}"
324996742,"{'y': 41.3676072, 'x': 2.0626444, 'street_count': 3}"
324996745,"{'y': 41.3679252, 'x': 2.0652199, 'street_count': 3}"
324997148,"{'y': 41.3677605, 'x': 2.0654376, 'street_count': 3}"
324997153,"{'y': 41.3680081, 'x': 2.0656748, 'street_count': 3}"
324997156,"{'y': 41.368098, 'x': 2.0655611, 'street_count': 3}"
324997538,"{'y': 41.3683264, 'x': 2.069829, 'street_count': 3}"
324997542,"{'y': 41.3689332, 'x': 2.0720648, 'street_count': 4}"
324999552,"{'y': 41.3682025, 'x': 2.0701674, 'street_count': 4}"
325000343,"{'y': 41.3734843, 'x': 2.0674456, 'street_count': 3}"
325001262,"{'y': 41.37173, 'x': 2.0764531, 'street_count': 3}"
325001265,"{'y': 41.3716318, 'x': 2.0764101, 'street_count': 3}"
325001270,"{'y': 41.3715206, 'x': 2.0768771, 'street_count': 3}"
325001271,"{'y': 41.3716928, 'x': 2.0769028, 'street_count': 3}"
325001552,"{'y': 41.3728531, 'x': 2.0745915, 'street_count': 3}"
325002278,"{'y': 41.368438, 'x': 2.0794966, 'street_count': 3}"
325002280,"{'y': 41.368273, 'x': 2.0798232, 'street_count': 3}"
325002281,"{'y': 41.3683289, 'x': 2.0800351, 'street_count': 3}"
325002288,"{'y': 41.368788, 'x': 2.0798637, 'street_count': 3}"
325002289,"{'y': 41.3687823, 'x': 2.0797263, 'highway': 'traffic_signals', 'street_count': 3}"
325003710,"{'y': 41.3721415, 'x': 2.0832556, 'street_count': 4}"
325005068,"{'y': 41.3714371, 'x': 2.0827812, 'street_count': 3}"
325005251,"{'y': 41.3720817, 'x': 2.0835556, 'street_count': 3}"
325005253,"{'y': 41.3722123, 'x': 2.0836517, 'highway': 'traffic_signals', 'street_count': 3}"
325005557,"{'y': 41.3699292, 'x': 2.0854547, 'street_count': 3}"
330028856,"{'y': 41.390883, 'x': 2.1816224, 'street_count': 3}"
330412974,"{'y': 41.4460968, 'x': 2.1797829, 'street_count': 3}"
330413164,"{'y': 41.4451927, 'x': 2.1794132, 'street_count': 3}"
330414111,"{'y': 41.3977661, 'x': 2.1301551, 'street_count': 4}"
330414226,"{'y': 41.397772, 'x': 2.1318879, 'street_count': 5}"
330414541,"{'y': 41.398312, 'x': 2.1331328, 'highway': 'traffic_signals', 'street_count': 3}"
330414714,"{'y': 41.3984763, 'x': 2.1328863, 'street_count': 3}"
330414887,"{'y': 41.3992028, 'x': 2.1321557, 'street_count': 3}"
330414983,"{'y': 41.397952, 'x': 2.1299835, 'street_count': 3}"
330415541,"{'y': 41.4021208, 'x': 2.132008, 'highway': 'traffic_signals', 'street_count': 3}"
330416021,"{'y': 41.4011018, 'x': 2.1268974, 'street_count': 1}"
